Column1,Unnamed: 0,entire,campus,number,class_,seperate,major,class_name,prof,time,place,day1,day2,place1,place2,place1_지번,place2_지번
837,837,선택교양,서울,ENGL157,0,교양,영어영문학과,심화영어독해Ⅰ(영강),Peter N. McAuley,3(3),월(3-4) 교양관 302호 수(3-4) 교양관 302호,월(3-4),수(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
838,838,선택교양,서울,ENGL171,0,교양,영어영문학과,문화간영어커뮤니케이션(영강),조민영,3(3),금(1-2) 서관 222B호,금(1-2),,서관,미정,서울 성북구 안암동5가 1-2,미정
839,839,선택교양,서울,ENGL173,0,교양,영어영문학과,글로벌리터러시(영강),Kathleen Lee,3(3),목(5-6) 서관 222B호,목(5-6),,서관,미정,서울 성북구 안암동5가 1-2,미정
840,840,선택교양,서울,FRAN133,0,교양,불어불문학과,프랑스문화탐색,조주은,3(3),월(5) 법학관구관 B102호 수(5) 법학관구관 B102호,월(5),수(5),법학관구관,법학관구관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
841,841,선택교양,서울,FRAN134,0,교양,불어불문학과,프랑스문학탐색,유재화,3(3),화(6) 정경관 101호 목(6) 정경관 101호,화(6),목(6),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
842,842,선택교양,서울,FRAN135,0,교양,불어불문학과,프랑스역사와사회탐색,유재화,3(3),화(5) 정경관 206호 목(5) 정경관 206호,화(5),목(5),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
843,843,선택교양(기초과학),서울,CHEM153,25,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부
('21학번 901 ~ 916) ",최진주,1(3),수(2-4) 이학관별관 302호,수(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
844,844,선택교양(기초과학),서울,CHEM153,26,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 917 ~ 932)",전민아,1(3),수(2-4) 이학관별관 305호,수(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
845,845,선택교양(기초과학),서울,CHEM153,27,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 933 ~ 950)",이주용,1(3),수(2-4) 이학관별관 307호,수(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
846,846,선택교양(기초과학),서울,CHEM153,28,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 951 ~ 968)",최종혁,1(3),수(2-4) 이학관별관 309호,수(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
847,847,선택교양(기초과학),서울,CHEM153,29,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 969 ~ 988)",변서은,1(3),수(2-4) 이학관별관605,수(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
848,848,선택교양(기초과학),서울,CHEM153,30,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 989 ~ 1008)",권혁준,1(3),수(2-4) 이학관별관607,수(2-4),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
849,849,선택교양(기초과학),서울,CHEM153,31,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 1009 ~ 1027)",최진주,1(3),수(5-6) 이학관별관 302호,수(5-6),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
850,850,선택교양(기초과학),서울,CHEM153,32,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 1028 ~ 1046)",전민아,1(3),수(5-6) 이학관별관 305호,수(5-6),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
851,851,선택교양(기초과학),서울,CHEM153,33,교양,이과대학,"일반화학실험Ⅰ 전기전자공학부 
('21학번 1047 ~ 1066)",이주용,1(3),수(5-6) 이학관별관 307호,수(5-6),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
852,852,선택교양(기초과학),서울,CHEM153,34,교양,이과대학,일반화학실험Ⅰ 전기전자공학부 ('21학번 1067 ~ 끝),박예지,1(3),수(5-6) 이학관별관 309호,수(5-6),,이학관별관,미정,서울 성북구 안암동5가 126-16,미정
853,853,자유정의진리,서울,GELI001,3K,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,박정선,3(3),화(6)  목(6),화(6),목(6),미정,미정,미정,미정
854,854,자유정의진리,서울,GELI001,3L,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B132호,박정선,3(3),화(7-8)  목(7-8),화(7-8),목(7-8),미정,미정,미정,미정
855,855,자유정의진리,서울,GELI001,3N,교양,교양교육원,자유정의진리Ⅰ,최호빈,3(3),수(2) 교양관 409호 금(2) 교양관 409호,수(2),금(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
856,856,자유정의진리,서울,GELI001,3O,교양,교양교육원,자유정의진리Ⅰ,원도연,3(3),수(3-4) 교양관 409호 금(3-4) 교양관 409호,수(3-4),금(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
857,857,자유정의진리,서울,GELI001,3P,교양,교양교육원,자유정의진리Ⅰ,백지은,3(3),수(5) 교양관 409호 금(5) 교양관 409호,수(5),금(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
858,858,자유정의진리,서울,GELI001,4A,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B133호,이종철,3(3),월(1)  수(1),월(1),수(1),미정,미정,미정,미정
859,859,자유정의진리,서울,GELI001,4B,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B133호,이종철,3(3),월(2)  수(2),월(2),수(2),미정,미정,미정,미정
860,860,자유정의진리,서울,GELI001,4C,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B133호,최윤,3(3),월(3-4)  수(3-4),월(3-4),수(3-4),미정,미정,미정,미정
861,861,자유정의진리,서울,GELI001,4D,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B133호,최윤,3(3),월(5)  수(5),월(5),수(5),미정,미정,미정,미정
862,862,자유정의진리,서울,GELI001,4E,교양,교양교육원,자유정의진리Ⅰ 강의실 : 미래관 B133호,유승현,3(3),월(6)  수(6),월(6),수(6),미정,미정,미정,미정
863,863,사범대학,서울,ELED233,1,전공필수,영어교육과,영미문화의이해(영강),Michael Misner,3(3),화(5) 교육관 312호 목(5) 교육관 312호,화(5),목(5),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
864,864,사범대학,서울,ELED233,2,전공필수,영어교육과,영미문화의이해(영강) 75분 수업,YANG JULIE KYU,3(3),수(3) 교육관 311호 금(3) 교육관 311호,수(3),금(3),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
865,865,사범대학,서울,ELED241,0,전공선택,영어교육과,영미아동문학강독(영강),이지선,3(3),화(2) 사대신관 223호 목(2) 사대신관 223호,화(2),목(2),사범대학신관,사범대학신관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
866,866,사범대학,서울,ELED312,0,전공선택,영어교육과,영어청해및회화III(영강) 50분 수업,Michael Misner Hye Won Shin,3(4),월(2) 사대신관 321호 화(2) 사대신관 321호,월(2),화(2),사범대학신관,사범대학신관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
867,867,사범대학,서울,ELED313,1,전공선택,영어교육과,학교현장중심영어발표와실용영어(영강),김필애,3(3),화(1) 교육관 307호 목(1) 교육관 307호,화(1),목(1),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
868,868,사범대학,서울,ELED313,2,전공선택,영어교육과,학교현장중심영어발표와실용영어(영강),YANG JULIE KYU,3(3),수(1) 교육관 307호 금(1) 교육관 307호,수(1),금(1),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
869,869,사범대학,서울,ELED335,0,전공필수,영어교육과,영어교과교육론(영강) ?,강유선,3(3),월(2) 교육관 304호 수(2) 교육관 304호,월(2),수(2),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
870,870,사범대학,서울,ELED338,0,전공필수,영어교육과,영어교과교재연구및지도법 [교환학생 수강불가/해당학기 교생예정자 수강불가],남경옥,3(3),금(6-8) 교육관 304호,금(6-8),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
871,871,사범대학,서울,ELED414,0,전공필수,영어교육과,고급영어작문(영강),Michael Misner,3(3),월(5) 교육관 311호 수(5) 교육관 311호,월(5),수(5),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
872,872,사범대학,서울,ELED431,0,전공선택,영어교육과,영어멀티미디어교육론,김영미,3(3),금(2-4) 교육관 306호,금(2-4),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
873,873,사범대학,서울,PHEK303,0,전공필수,체육교육과,운동역학,박성진,3(3),월(1-2) 교육관 204호,월(1-2),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
874,874,사범대학,서울,PHEK309,0,전공선택,체육교육과,배드민턴교수법,정연길,1(2),금(3-4) 교육관 406A호,금(3-4),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
875,875,사범대학,서울,PHEK311,0,전공필수,체육교육과,체육사.철학,김미숙,3(3),수(1-2) CJ법학관 315호,수(1-2),,CJ법학관,미정,서울 성북구 종암동 29-26,미정
876,876,사범대학,서울,PHEK363,0,전공선택,체육교육과,스포츠마케팅,강현민,3(3),월(2) 교육관 302호 수(2) 교육관 302호,월(2),수(2),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
877,877,사범대학,서울,PHEK365,0,전공선택,체육교육과,여가복지론(영강),김매이,3(3),월(6) 교육관 201호 수(6) 교육관 201호,월(6),수(6),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
878,878,사범대학,서울,PHEK377,0,전공선택,체육교육과,뉴스포츠교수법,류태호,1(2),수(5-6) 교육관 305호,수(5-6),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
879,879,사범대학,서울,PHEK405,0,전공선택,체육교육과,스포츠심리기술훈련(영강),천승현,3(3),화(5) 교육관 201호 목(5) 교육관 201호,화(5),목(5),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
880,880,사범대학,서울,PHEK469,0,전공선택,체육교육과,코칭론,유경은,3(3),금(6-8) 교육관 201호,금(6-8),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
881,881,사범대학,서울,PHEK475,0,전공필수,체육교육과,체육교과교재연구및지도법,정주혁,3(3),화(3-4) 교육관 103호 목(3-4) 교육관 103호,화(3-4),목(3-4),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
882,882,사범대학,서울,PHEK479,0,전공선택,체육교육과,운동처방학,안지영,3(3),월(3-5) 교육관 304호,월(3-5),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
883,883,사범대학,서울,GEOG353,0,전공선택,지리교육과,지리교수론,이형상,3(3),화(7-9) 교육관 104호,화(7-9),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
884,884,사범대학,서울,GEOG363,0,전공선택,지리교육과,미래국토교육론,홍서영,3(3),금(6-8) 교육관 406호,금(6-8),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
885,885,사범대학,서울,GEOG371,0,전공선택,지리교육과,야외지리조사V,김오석,0(0),미정,미정,,미정,미정,미정,미정
886,886,사범대학,서울,GEOG451,0,전공선택,지리교육과,지역개발론,손승호,3(3),금(5-6) 교육관 407호,금(5-6),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
887,887,사범대학,서울,GEOG453,0,전공선택,지리교육과,유럽지리,천종호,3(3),화(6-8) 교육관 309호,화(6-8),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
888,888,사범대학,서울,GEOG455,0,전공선택,지리교육과,지리과수행평가,조경철,3(3),수(7-9) 교육관 407호,수(7-9),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
889,889,선택교양(외국어),서울,RUSS132,0,교양,노어노문학과,교양러시아어II(외국어강의),이남경 Valentina A Bojko,3(5),화(1) 교육관 305호 수(3) 교육관 305호,화(1),수(3),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
890,890,선택교양(외국어),서울,SPAN121,1,교양,서어서문학과,교양스페인어Ⅰ(외국어강의),양성혜 김선이,3(5),화(3-4) 교양관 411호 수(7-8) 교양관 411호,화(3-4),수(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
891,891,선택교양(외국어),서울,SPAN121,2,교양,서어서문학과,교양스페인어Ⅰ(외국어강의) 강의실 : SK미래관 330호,김선욱 박소현,3(5),월(6)  화(7-8) 서관 315호,월(6),화(7-8),서관,미정,서울 성북구 안암동5가 1-2,미정
892,892,선택교양(외국어),서울,SPAN121,3,교양,서어서문학과,교양스페인어Ⅰ(외국어강의) 강의실 : SK미래관 331호 (월화 3-4교시),정인태 윤나경,3(5),월(3-4)  화(3-4),월(3-4),화(3-4),미정,미정,미정,미정
893,893,선택교양(외국어),서울,SPAN121,4,교양,서어서문학과,교양스페인어Ⅰ(외국어강의),신태식 김희진,3(5),월(5) 국제관 322호 수(5) 국제관 331호,월(5),수(5),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
894,894,선택교양(외국어),서울,SPAN121,5,교양,서어서문학과,교양스페인어Ⅰ(외국어강의),조혜진 이슬기,3(5),월(3-4) 교양관 208호 화(1) 교양관 208호,월(3-4),화(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
895,895,선택교양(외국어),서울,SPAN121,6,교양,서어서문학과,교양스페인어Ⅰ(외국어강의),정효석,3(5),월(3-4) 미디어관 103호 화(2) 미디어관 103호,월(3-4),화(2),미디어관,미디어관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
896,896,선택교양(외국어),서울,SPAN121,7,교양,서어서문학과,교양스페인어Ⅰ(외국어강의),고우리 이슬기,3(5),월(1) 교양관 209호 화(3-4) 교양관 209호,월(1),화(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
897,897,선택교양(외국어),서울,SPAN121,8,교양,서어서문학과,교양스페인어Ⅰ(외국어강의),고우리 박소현,3(5),화(1) 교육관 104호 화(3-4) 교육관 104호,화(1),화(3-4),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
898,898,선택교양(외국어),서울,SPAN121,9,교양,서어서문학과,교양스페인어Ⅰ(외국어강의),정승희,3(5),화(6) 미디어관 103호 수(3-4) 미디어관 103호,화(6),수(3-4),미디어관,미디어관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
899,899,사범대학,서울,HISE405,0,전공선택,역사교육과,동양사사료학습론,윤형진,3(3),금(3-5) 교육관 202호,금(3-5),,운초우선교육관,미정,서울 성북구 종암동 29-26,미정
